%time,field.linear.x,field.linear.y,field.linear.z,field.angular.x,field.angular.y,field.angular.z
1536679206483590272,-1.0,0.0,0.0,0.0,0.0,0.0
1536679206517030683,-1.0,0.0,0.0,0.0,0.0,0.0
1536679206550811125,-1.0,0.0,0.0,0.0,0.0,0.0
1536679206583541050,-1.0,0.0,0.0,0.0,0.0,0.0
1536679206600265634,-0.979279518127,0.0,0.0,0.0,0.0,0.0
1536679206608258629,-0.946126818657,0.0,0.0,0.0,0.0,0.0
1536679206616222794,-0.879821300507,0.0,0.0,0.0,0.0,0.0
1536679206620239370,-0.796939492226,0.0,0.0,0.0,0.0,0.0
1536679206628431392,-0.701609253883,0.0,0.0,0.0,0.0,0.0
1536679206636816359,-0.581430613995,0.0,0.0,0.0,0.0,0.0
1536679206644369545,-0.5,0.0,0.0,0.0,0.0,0.0
1536679206652392332,-0.372968316078,0.0,0.0,0.0,0.0,0.0
1536679206660299714,-0.261061757803,0.0,0.0,0.0,0.0,0.0
1536679206664380762,-0.165747642517,0.0,0.0,0.0,0.0,0.0
1536679206672364597,-0.0952980518341,0.0,0.0,0.0,0.0,0.0
1536679206680311551,-0.0455689430237,0.0,0.0,0.0,0.0,0.0
1536679206688431451,-0.0124162137508,0.0,0.0,0.0,0.0,0.0
1536679206696359225,0.0,0.0,0.0,0.0,0.0,0.0
1536679206729682161,0.0,0.0,0.0,0.0,0.0,0.0
1536679206763059674,0.0,0.0,0.0,0.0,0.0,0.0
1536679206796528468,0.0,0.0,0.0,0.0,0.0,0.0
1536679206804415667,-0.0455689430237,0.0,0.0,0.0,0.0,0.0
1536679206812288012,-0.0952980518341,0.0,0.0,0.0,0.0,0.0
1536679206820582417,-0.165747642517,0.0,0.0,0.0,0.0,0.0
1536679206828337638,-0.265221893787,0.0,0.0,0.0,0.0,0.0
1536679206836334777,-0.372968316078,0.0,0.0,0.0,0.0,0.0
1536679206844221313,-0.5,0.0,0.0,0.0,0.0,0.0
1536679206848171025,-0.577286541462,0.0,0.0,0.0,0.0,0.0
1536679206856525894,-0.697465181351,0.0,0.0,0.0,0.0,0.0
1536679206864690610,-0.796939492226,0.0,0.0,0.0,0.0,0.0
1536679206872507267,-0.879821300507,0.0,0.0,0.0,0.0,0.0
1536679206880277758,-0.937838613987,0.0,0.0,0.0,0.0,0.0
1536679206888597920,-0.975135445595,0.0,0.0,0.0,0.0,0.0
1536679206898301645,-0.995855927467,0.0,0.0,0.0,0.0,0.0
1536679206900205606,-1.0,0.0,0.0,0.0,0.0,0.0
1536679206934491845,-1.0,0.0,0.0,0.0,0.0,0.0
1536679206967489304,-1.0,0.0,0.0,0.0,0.0,0.0
1536679207000653131,-1.0,0.0,0.0,0.0,0.0,0.0
1536679207020589215,-0.970991373062,0.0,0.0,0.0,0.0,0.0
1536679207028259048,-0.917118191719,0.0,0.0,0.0,0.0,0.0
1536679207032252409,-0.834236264229,0.0,0.0,0.0,0.0,0.0
1536679207040346789,-0.730617940426,0.0,0.0,0.0,0.0,0.0
1536679207048176485,-0.6062951684,0.0,0.0,0.0,0.0,0.0
1536679207056273128,-0.5,0.0,0.0,0.0,0.0,0.0
1536679207064357012,-0.397832870483,0.0,0.0,0.0,0.0,0.0
1536679207072437694,-0.265221893787,0.0,0.0,0.0,0.0,0.0
1536679207080212982,-0.161603540182,0.0,0.0,0.0,0.0,0.0
1536679207084277954,-0.0870098769665,0.0,0.0,0.0,0.0,0.0
1536679207092218887,-0.0372807681561,0.0,0.0,0.0,0.0,0.0
1536679207100253185,-0.00827211141586,0.0,0.0,0.0,0.0,0.0
1536679207108521132,0.0,0.0,0.0,0.0,0.0,0.0
1536679207141813787,0.0,0.0,0.0,0.0,0.0,0.0
1536679207175254093,0.0,0.0,0.0,0.0,0.0,0.0
1536679207208869822,0.0,0.0,0.0,0.0,0.0,0.0
1536679207242123411,0.0,0.0,0.0,0.0,0.0,0.0
1536679207275430490,0.0,0.0,0.0,0.0,0.0,0.0
1536679207308904382,0.0,0.0,0.0,0.0,0.0,0.0
1536679207342281583,0.0,0.0,0.0,0.0,0.0,0.0
1536679207375631336,0.0,0.0,0.0,0.0,0.0,0.0
1536679207409322613,0.0,0.0,0.0,0.0,0.0,0.0
1536679207442589431,0.0,0.0,0.0,0.0,0.0,0.0
1536679207476022503,0.0,0.0,0.0,0.0,0.0,0.0
1536679207509441090,0.0,0.0,0.0,0.0,0.0,0.0
1536679207543037625,0.0,0.0,0.0,0.0,0.0,0.0
1536679207576630804,0.0,0.0,0.0,0.0,0.0,0.0
1536679207609623029,0.0,0.0,0.0,0.0,0.0,0.0
1536679207643054120,0.0,0.0,0.0,0.0,0.0,0.0
1536679207676455511,0.0,0.0,0.0,0.0,0.0,0.0
1536679207710000224,0.0,0.0,0.0,0.0,0.0,0.0
1536679207743428314,0.0,0.0,0.0,0.0,0.0,0.0
1536679207776746225,0.0,0.0,0.0,0.0,0.0,0.0
1536679207810143155,0.0,0.0,0.0,0.0,0.0,0.0
1536679207843759916,0.0,0.0,0.0,0.0,0.0,0.0
1536679207877161622,0.0,0.0,0.0,0.0,0.0,0.0
1536679207910533470,0.0,0.0,0.0,0.0,0.0,0.0
1536679207943954674,0.0,0.0,0.0,0.0,0.0,0.0
1536679207977508841,0.0,0.0,0.0,0.0,0.0,0.0
1536679208010632945,0.0,0.0,0.0,0.0,0.0,0.0
1536679208044079576,0.0,0.0,0.0,0.0,0.0,0.0
1536679208077484256,0.0,0.0,0.0,0.0,0.0,0.0
1536679208110920631,0.0,0.0,0.0,0.0,0.0,0.0
1536679208144763879,0.0,0.0,0.0,0.0,0.0,0.0
1536679208177930099,0.0,0.0,0.0,0.0,0.0,0.0
1536679208211077344,0.0,0.0,0.0,0.0,0.0,0.0
1536679208244749019,0.0,0.0,0.0,0.0,0.0,0.0
1536679208278778243,0.0,0.0,0.0,0.0,0.0,0.0
1536679208313553917,0.0,0.0,0.0,0.0,0.0,0.0
1536679208346915884,0.0,0.0,0.0,0.0,0.0,0.0
1536679208380392513,0.0,0.0,0.0,0.0,0.0,0.0
1536679208414158131,0.0,0.0,0.0,0.0,0.0,0.0
1536679208447419413,0.0,0.0,0.0,0.0,0.0,0.0
1536679208480785909,0.0,0.0,0.0,0.0,0.0,0.0
1536679208514103258,0.0,0.0,0.0,0.0,0.0,0.0
1536679208547681584,0.0,0.0,0.0,0.0,0.0,0.0
1536679208581439943,0.0,0.0,0.0,0.0,0.0,0.0
1536679208614805883,0.0,0.0,0.0,0.0,0.0,0.0
1536679208647977469,0.0,0.0,0.0,0.0,0.0,0.0
1536679208681458787,0.0,0.0,0.0,0.0,0.0,0.0
1536679208714760963,0.0,0.0,0.0,0.0,0.0,0.0
1536679208748269803,0.0,0.0,0.0,0.0,0.0,0.0
1536679208781759868,0.0,0.0,0.0,0.0,0.0,0.0
1536679208815503016,0.0,0.0,0.0,0.0,0.0,0.0
1536679208848569480,0.0,0.0,0.0,0.0,0.0,0.0
1536679208882353134,0.0,0.0,0.0,0.0,0.0,0.0
1536679208915405096,0.0,0.0,0.0,0.0,0.0,0.0
1536679208948813889,0.0,0.0,0.0,0.0,0.0,0.0
1536679208982184051,0.0,0.0,0.0,0.0,0.0,0.0
1536679209015741643,0.0,0.0,0.0,0.0,0.0,0.0
1536679209049606326,0.0,0.0,0.0,0.0,0.0,0.0
1536679209082684487,0.0,0.0,0.0,0.0,0.0,0.0
1536679209115926140,0.0,0.0,0.0,0.0,0.0,0.0
1536679209149341856,0.0,0.0,0.0,0.0,0.0,0.0
1536679209182688101,0.0,0.0,0.0,0.0,0.0,0.0
1536679209216335309,0.0,0.0,0.0,0.0,0.0,0.0
1536679209249936915,0.0,0.0,0.0,0.0,0.0,0.0
1536679209283055319,0.0,0.0,0.0,0.0,0.0,0.0
1536679209316412335,0.0,0.0,0.0,0.0,0.0,0.0
1536679209349753244,0.0,0.0,0.0,0.0,0.0,0.0
1536679209383231804,0.0,0.0,0.0,0.0,0.0,0.0
1536679209416708167,0.0,0.0,0.0,0.0,0.0,0.0
1536679209449940911,0.0,0.0,0.0,0.0,0.0,0.0
1536679209483629977,0.0,0.0,0.0,0.0,0.0,0.0
1536679209517105802,0.0,0.0,0.0,0.0,0.0,0.0
1536679209550486216,0.0,0.0,0.0,0.0,0.0,0.0
1536679209583999474,0.0,0.0,0.0,0.0,0.0,0.0
1536679209617267485,0.0,0.0,0.0,0.0,0.0,0.0
1536679209650729986,0.0,0.0,0.0,0.0,0.0,0.0
1536679209684007610,0.0,0.0,0.0,0.0,0.0,0.0
1536679209717686193,0.0,0.0,0.0,0.0,0.0,0.0
1536679209751146543,0.0,0.0,0.0,0.0,0.0,0.0
1536679209784785263,0.0,0.0,0.0,0.0,0.0,0.0
1536679209818382071,0.0,0.0,0.0,0.0,0.0,0.0
1536679209851191102,0.0,0.0,0.0,0.0,0.0,0.0
1536679209884652682,0.0,0.0,0.0,0.0,0.0,0.0
1536679209918094013,0.0,0.0,0.0,0.0,0.0,0.0
1536679209951444288,0.0,0.0,0.0,0.0,0.0,0.0
1536679209984901439,0.0,0.0,0.0,0.0,0.0,0.0
1536679210018331232,0.0,0.0,0.0,0.0,0.0,0.0
1536679210051690740,0.0,0.0,0.0,0.0,0.0,0.0
1536679210085209235,0.0,0.0,0.0,0.0,0.0,0.0
1536679210118802935,0.0,0.0,0.0,0.0,0.0,0.0
